creditor,list_rec
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MAITLAND SERVICE CENTER
2301 MAITLAND CENTER PKWY ST","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMAITLAND SERVICE CENTER\n2301 MAITLAND CENTER PKWY ST']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"CAROLINA CASUALTY INSURANCE COMPANY
P O BOX 2575
JACKSONVILLE, FL 32203-2575","['CAROLINA CASUALTY INSURANCE COMPANY\nP O BOX 2575\nJACKSONVILLE, FL 32203-2575']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SOUTH SERVICE CENTER
8175 NW 12TH ST STE 418
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SOUTH SERVICE CENTER\n8175 NW 12TH ST STE 418\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
OUT OF STATE COLLECTIONS UNIT
1415 W US HIGHWAY 90 STE 115
LAKE CITY FL320556123","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nOUT OF STATE COLLECTIONS UNIT\n1415 W US HIGHWAY 90 STE 115\nLAKE CITY FL320556123']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
PORT RICHEY SERVICE CENTER
6709 RIDGE RD STE 300
PORT RICHEY FL346686842","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nPORT RICHEY SERVICE CENTER\n6709 RIDGE RD STE 300\nPORT RICHEY FL346686842']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
PORT RICHEY SERVICE CENTER
6709 RIDGE RD STE 300
PORT RICHEY FL346686842","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nPORT RICHEY SERVICE CENTER\n6709 RIDGE RD STE 300\nPORT RICHEY FL346686842']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LEESBURG SERVICE CENTER
1415 S 14TH ST STE 103
LEESBURG FL347486686","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLEESBURG SERVICE CENTER\n1415 S 14TH ST STE 103\nLEESBURG FL347486686']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
DAYTONA BEACH SERVICE CENTER
1821 BUSINESS PARK BLVD
DAYTONA BEACH FL321141230","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nDAYTONA BEACH SERVICE CENTER\n1821 BUSINESS PARK BLVD\nDAYTONA BEACH FL321141230']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MAITLAND SERVICE CENTER
2301 MAITLAND CENTER PKWY STE 160
MAITLAND FL327514192","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMAITLAND SERVICE CENTER\n2301 MAITLAND CENTER PKWY STE 160\nMAITLAND FL327514192']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
TALLAHASSEE SERVICE CENTER
267 JOHN KNOX RD STE 200
TALLAHASSEE FL323036692","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nTALLAHASSEE SERVICE CENTER\n267 JOHN KNOX RD STE 200\nTALLAHASSEE FL323036692']"
"EM SIL ENTERPRISES, INC.
1440 NORTH POWERLINE RD.
POMPANO BEACH, FL 33069","['EM SIL ENTERPRISES, INC.\n1440 NORTH POWERLINE RD.\nPOMPANO BEACH, FL 33069']"
"OSHER OIL CORP D/B/A COSTA OIL COMPANY
2401 N W 30TH AVENUE
MIAMI FL 33142",['OSHER OIL CORP D/B/A COSTA OIL COMPANY\n2401 N W 30TH AVENUE\nMIAMI FL 33142']
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
ORLANDO SERVICE CENTER
400 W ROBINSON ST STE N302
ORLANDO FL328011759","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nORLANDO SERVICE CENTER\n400 W ROBINSON ST STE N302\nORLANDO FL328011759']"
"WELLS FARGO BANK, N.A.
C/O MS. JENNIFER MORAN
123 S. BROAD STREET, MAIL CODE Y1379-072
PHILADELPHIA, PA 19109","['WELLS FARGO BANK, N.A.\nC/O MS. JENNIFER MORAN\n123 S. BROAD STREET, MAIL CODE Y1379-072\nPHILADELPHIA, PA 19109']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
PANAMA CITY SERVICE CENTER
210 N TYNDALL PKWY
PANAMA CITY FL324046432","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nPANAMA CITY SERVICE CENTER\n210 N TYNDALL PKWY\nPANAMA CITY FL324046432']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
PANAMA CITY SERVICE CENTER
210 N TYNDALL PKWY
PANAMA CITY FL324046432","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nPANAMA CITY SERVICE CENTER\n210 N TYNDALL PKWY\nPANAMA CITY FL324046432']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
PANAMA CITY SERVICE CENTER
210 N TYNDALL PKWY
PANAMA CITY FL324046432","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nPANAMA CITY SERVICE CENTER\n210 N TYNDALL PKWY\nPANAMA CITY FL324046432']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
PANAMA CITY SERVICE CENTER
2355 SAINT ANDREWS BLVD
PANAMA CITY FL324052172","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nPANAMA CITY SERVICE CENTER\n2355 SAINT ANDREWS BLVD\nPANAMA CITY FL324052172']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
OUT OF STATE COLLECTIONS UNIT
1415 W US HIGHWAY 90 STE 115
LAKE CITY FL320556156","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nOUT OF STATE COLLECTIONS UNIT\n1415 W US HIGHWAY 90 STE 115\nLAKE CITY FL320556156']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
PENSACOLA SERVICE CENTER
3670 N L ST STE C
PENSACOLA FL325055254","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nPENSACOLA SERVICE CENTER\n3670 N L ST STE C\nPENSACOLA FL325055254']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
PENSACOLA SERVICE CENTER
3670 N L ST STE C
PENSACOLA FL325055254","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nPENSACOLA SERVICE CENTER\n3670 N L ST STE C\nPENSACOLA FL325055254']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
PENSACOLA SERVICE CENTER
3670 N L ST STE C
PENSACOLA FL325055254","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nPENSACOLA SERVICE CENTER\n3670 N L ST STE C\nPENSACOLA FL325055254']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
PENSACOLA SERVICE CENTER
3670 N L ST STE C
PENSACOLA FL325055254","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nPENSACOLA SERVICE CENTER\n3670 N L ST STE C\nPENSACOLA FL325055254']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"COHEN VENTURES, LLC.
712 UNITED STATES HIGHWAY ONE
SUITE 400
NORTH PALM BEACH, FL 33408","['COHEN VENTURES, LLC.\n712 UNITED STATES HIGHWAY ONE\nSUITE 400\nNORTH PALM BEACH, FL 33408']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SOUTH SERVICE CENTER
8175 NW 12TH ST STE 418
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SOUTH SERVICE CENTER\n8175 NW 12TH ST STE 418\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SOUTH SERVICE CENTER
8175 NW 12TH ST STE 418
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SOUTH SERVICE CENTER\n8175 NW 12TH ST STE 418\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SOUTH SERVICE CENTER
8175 NW 12TH ST STE 418
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SOUTH SERVICE CENTER\n8175 NW 12TH ST STE 418\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SOUTH SERVICE CENTER
8175 NW 12TH ST STE 418
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SOUTH SERVICE CENTER\n8175 NW 12TH ST STE 418\nMIAMI FL331261828']"
"SBC INSTALLATIONS, INC.
1831 OPA LOCKA BLVD.
OPA LOCKA, FL 33054","['SBC INSTALLATIONS, INC.\n1831 OPA LOCKA BLVD.\nOPA LOCKA, FL 33054']"
"SBC INSTALLATIONS, INC.
1831 OPA LOCKA BLVD.
OPA LOCKA, FL 33054","['SBC INSTALLATIONS, INC.\n1831 OPA LOCKA BLVD.\nOPA LOCKA, FL 33054']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SERVICE CENTER
8175 NW 12TH ST STE 119
DORAL FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SERVICE CENTER\n8175 NW 12TH ST STE 119\nDORAL FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
LAKELAND SERVICE CENTER
115 S MISSOURI AVE STE 202
LAKELAND FL338154644","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nLAKELAND SERVICE CENTER\n115 S MISSOURI AVE STE 202\nLAKELAND FL338154644']"
"CAPITAL CITY BANK
POST OFFICE BOX 900
TALLAHASSEE, FLORIDA 32302","['CAPITAL CITY BANK\nPOST OFFICE BOX 900\nTALLAHASSEE, FLORIDA 32302']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
WEST PALM BEACH SERVICE CENTER
2468 METROCENTRE BLVD
WEST PALM BEACH FL334073105","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nWEST PALM BEACH SERVICE CENTER\n2468 METROCENTRE BLVD\nWEST PALM BEACH FL334073105']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
WEST PALM BEACH SERVICE CENTER
2468 METROCENTRE BLVD
WEST PALM BEACH FL334073105","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nWEST PALM BEACH SERVICE CENTER\n2468 METROCENTRE BLVD\nWEST PALM BEACH FL334073105']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
WEST PALM BEACH SERVICE CENTER
2468 METROCENTRE BLVD
WEST PALM BEACH FL334073105","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nWEST PALM BEACH SERVICE CENTER\n2468 METROCENTRE BLVD\nWEST PALM BEACH FL334073105']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
OUT OF STATE COLLECTIONS UNIT
1415 W US HIGHWAY 90 STE 115
LAKE CITY FL320556156","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nOUT OF STATE COLLECTIONS UNIT\n1415 W US HIGHWAY 90 STE 115\nLAKE CITY FL320556156']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
SARASOTA SERVICE CENTER
1991 MAIN ST STE 240
SARASOTA FL342365940","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nSARASOTA SERVICE CENTER\n1991 MAIN ST STE 240\nSARASOTA FL342365940']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI SERVICE CENTER
8175 NW 12TH ST STE 119
DORAL FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI SERVICE CENTER\n8175 NW 12TH ST STE 119\nDORAL FL331261828']"
"ORADELL INTERNATIONAL CORP., A NEW JERSEY CORPORATION
120 MOONACHIE AVENUE
MOONACHIE NJ, 07074","['ORADELL INTERNATIONAL CORP., A NEW JERSEY CORPORATION\n120 MOONACHIE AVENUE\nMOONACHIE NJ, 07074']"
"ORADELL INTERNATIONAL CORP., A NEW JERSEY CORPORATION
120 MOONACHIE AVENUE
MOONACHIE NJ, 07074","['ORADELL INTERNATIONAL CORP., A NEW JERSEY CORPORATION\n120 MOONACHIE AVENUE\nMOONACHIE NJ, 07074']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
TAMPA SERVICE CENTER
6302 E DR MARTIN LUTHER KING JR BLVD S
TAMPA FL336191166","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nTAMPA SERVICE CENTER\n6302 E DR MARTIN LUTHER KING JR BLVD S\nTAMPA FL336191166']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
FORT MYERS SERVICE CENTER
2295 VICTORIA AVE STE 270
FORT MYERS FL339013871","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nFORT MYERS SERVICE CENTER\n2295 VICTORIA AVE STE 270\nFORT MYERS FL339013871']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3111 N UNIVERSITY DR STE 501
CORAL SPRINGS FL330655096","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3111 N UNIVERSITY DR STE 501\nCORAL SPRINGS FL330655096']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
CORAL SPRINGS SERVICE CENTER
3301 N UNIVERSITY DR STE 200
CORAL SPRINGS FL330654149","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nCORAL SPRINGS SERVICE CENTER\n3301 N UNIVERSITY DR STE 200\nCORAL SPRINGS FL330654149']"
"BRIDGEFIELD EMPLOYERS INSURANCE COMPANY
2310 COMMERCE POINT DRIVE
LAKELAND, FLORIDA 33801","['BRIDGEFIELD EMPLOYERS INSURANCE COMPANY\n2310 COMMERCE POINT DRIVE\nLAKELAND, FLORIDA 33801']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
"STATE OF FLORIDA, DEPARTMENT OF REVENUE
MIAMI NORTH SERVICE CENTER
8175 NW 12TH ST STE 119
MIAMI FL331261828","['STATE OF FLORIDA, DEPARTMENT OF REVENUE\nMIAMI NORTH SERVICE CENTER\n8175 NW 12TH ST STE 119\nMIAMI FL331261828']"
